id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
33109260,6a0a9499-88b6-4d03-9660-af1b01dcf157,Fri Sep 20 2019 18:14:29 GMT-0700 (PDT),2019-09-20,2019-09-21 01:14:29 UTC,Pacific Time (US & Canada),142206,tierramor,Miriam Sachs Martin,2019-09-21 02:34:55 UTC,2026-03-16 23:52:34 UTC,research,CC-BY,https://www.inaturalist.org/observations/33109260,https://inaturalist-open-data.s3.amazonaws.com/photos/51973183/medium.jpg,,"",,3,0,false,3,"California, US",37.5904213496,-121.6961586226,8,,,,28388,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
33200622,e29faab3-d179-4697-b951-c2d4c99dce7e,2019/09/21 9:32 AM -0700,2019-09-21,2019-09-21 16:32:00 UTC,Arizona,41482,joan_hamilton,Joan Hamilton,2019-09-22 16:34:33 UTC,2023-05-12 20:54:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33200622,https://inaturalist-open-data.s3.amazonaws.com/photos/52123658/medium.jpg,,"","",2,0,false,,"California, US",37.9983016771,-121.8760012184,665,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
33282474,57b1dd18-22e5-4d36-9f90-27f8a220a102,2019/09/23 12:32 PM PDT,2019-09-23,2019-09-23 19:32:00 UTC,Pacific Time (US & Canada),600790,basquebird,Cédric Duhalde,2019-09-23 22:11:30 UTC,2024-11-25 05:20:50 UTC,research,,https://www.inaturalist.org/observations/33282474,https://static.inaturalist.org/photos/52262712/medium.jpg,,"",,3,0,false,,"California, US",37.7514027955,-122.5625005012,4,,,,28359,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
33346851,4b5dd6ad-952d-4126-b937-02a55718cedb,2019/09/24 3:43 PM PDT,2019-09-24,2019-09-24 22:43:00 UTC,Pacific Time (US & Canada),2873,jmaughn,James Maughn,2019-09-25 00:42:41 UTC,2024-06-29 03:58:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33346851,https://inaturalist-open-data.s3.amazonaws.com/photos/52369916/medium.jpeg,,"","",2,0,false,,"California, US",36.9351817308,-122.140557646,3,,,,28476,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
33408062,63424ed8-be49-42a6-bd1f-dba44b33bc5e,2019/09/03 1:05 PM EDT,2019-09-03,2019-09-03 17:05:00 UTC,Eastern Time (US & Canada),440749,petersburke,Peter S. Burke,2019-09-26 02:03:10 UTC,2024-06-29 03:58:42 UTC,research,,https://www.inaturalist.org/observations/33408062,https://static.inaturalist.org/photos/52467912/medium.jpeg,,"",,3,0,false,,"California, US",36.2263384469,-121.9099268906,5,,,,28563,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
33455463,f470c717-5a6a-49d5-8ab5-ff724ae4184c,Thu Sep 26 2019 12:14:47 GMT-0700 (PDT),2019-09-26,2019-09-26 19:14:47 UTC,Pacific Time (US & Canada),749714,cviehweg,,2019-09-26 22:47:47 UTC,2024-06-29 03:58:10 UTC,research,,https://www.inaturalist.org/observations/33455463,https://static.inaturalist.org/photos/52546756/medium.jpg,,"",,4,0,false,3,"Golden Gate National Recreation Area, US-CA, US",37.854831076,-122.5433136187,75,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
33922802,c7320755-0363-4f0b-b798-b5581bc86c49,Sat Oct 05 2019 15:37:16 GMT-0700 (PDT),2019-10-05,2019-10-05 22:37:16 UTC,Pacific Time (US & Canada),645378,kookamongus,André Giraldi,2019-10-05 23:47:09 UTC,2023-07-07 15:36:02 UTC,research,,https://www.inaturalist.org/observations/33922802,https://inaturalist-open-data.s3.amazonaws.com/photos/53331512/medium.jpg,,"","",4,0,false,3,,,,12,,,,28300,private,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34051797,b9c98802-177d-48a5-b07e-9fec0c03f087,Mon Sep 23 2019 19:11:54 GMT-0700 (PDT),2019-09-23,2019-09-24 02:11:54 UTC,Pacific Time (US & Canada),789180,pinnaclesnp,Pinnacles National Park,2019-10-08 04:56:46 UTC,2025-06-06 23:21:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/34051797,https://inaturalist-open-data.s3.amazonaws.com/photos/53546425/medium.jpg,,"","Eating a darner dragonfly, likely a Blue-eyed Darner.  The wings and abdomen tip are still protruding from its mouth.  The frog was sitting in shallow water, facing the shore.  There were dozens of darners flying.  One came down toward the frog, as if to perch on its snout.  But the frog snapped it out of the air before it could land.  PGJ",3,0,false,3,"San Benito County, US-CA, US",36.544184738,-121.1517791549,5,,,,28534,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34069882,81d51f7f-ff9e-47e0-a811-a5ed6639e890,2019-09-25 18:23:35-07:00,2019-09-25,2019-09-26 01:23:35 UTC,Pacific Time (US & Canada),1220968,captainblackburn,,2019-10-08 15:38:49 UTC,2025-06-29 22:31:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34069882,https://inaturalist-open-data.s3.amazonaws.com/photos/53574697/medium.jpg,,"","",2,0,false,3,"California, US",34.1371139291,-118.9638110092,36287,,,,36287,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34102378,ffca62fd-1b94-4ce2-8bd4-517eff96fa63,2019/10/08 3:04 PM PDT,2019-10-08,2019-10-08 22:04:00 UTC,Pacific Time (US & Canada),2873,jmaughn,James Maughn,2019-10-09 04:08:35 UTC,2024-06-29 03:56:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34102378,https://inaturalist-open-data.s3.amazonaws.com/photos/53629371/medium.jpeg,,"",You know your CRL frog photo is subpar when the iNat ID algorithm thinks it is a crocodile.,4,0,false,,"California, US",36.842643301,-122.163277298,2,,,,28476,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34191816,d78a37ae-4149-4547-ad8c-fb9f04abc262,2019/10/09 11:54 AM PDT,2019-10-09,2019-10-09 18:54:00 UTC,Pacific Time (US & Canada),370296,hasfitz5,Dan Fitzgerald (Fitz),2019-10-11 04:03:23 UTC,2024-06-29 03:56:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34191816,https://inaturalist-open-data.s3.amazonaws.com/photos/53780864/medium.jpg,,"",,4,0,false,,"California, US",37.8920883321,-121.6586447265,25,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34209731,7fe6ffb3-cfac-44a4-9076-04c6377c46b0,2018/08/15 2:48 PM PDT,2018-08-15,2018-08-15 21:48:00 UTC,Pacific Time (US & Canada),1809129,charadrius,Paul Donahue,2019-10-11 17:07:44 UTC,2024-06-29 03:55:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34209731,https://inaturalist-open-data.s3.amazonaws.com/photos/53811092/medium.jpg,,"",,3,0,false,,"California, US",37.7822951526,-122.5301224384,683,,,,28359,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34280802,24d59088-8442-4e12-913e-541b44a83e9e,2019/10/12 6:19 PM PDT,2019-10-12,2019-10-13 01:19:00 UTC,Pacific Time (US & Canada),115788,selwynq,,2019-10-13 01:20:09 UTC,2025-11-01 03:06:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34280802,https://inaturalist-open-data.s3.amazonaws.com/photos/53931561/medium.jpg,,"",,3,0,false,,"San Benito County, US-CA, US",36.5965157764,-121.118401945,10,,,,28534,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34337023,8c2dbdfe-d8d7-46c3-ae72-5f77dab73c6c,2019/08/21 1:00 PM PDT,2019-08-21,2019-08-21 20:00:00 UTC,Pacific Time (US & Canada),328713,makayla-in-the-mountains,Makayla,2019-10-14 01:17:17 UTC,2024-06-29 03:55:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34337023,https://inaturalist-open-data.s3.amazonaws.com/photos/54026180/medium.jpeg,,"",Caught while seining part of the lagoon. It was safely released after data collection.,3,0,false,,"Golden Gate National Recreation Area, US-CA, US",37.8252230049,-122.4407317371,5,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34466117,68e406ce-d388-4ebd-b096-c62334a40b7f,Wed Oct 16 2019 09:33:34 GMT-0700 (PDT),2019-10-16,2019-10-16 16:33:34 UTC,Pacific Time (US & Canada),1595078,queeryecology,,2019-10-16 19:18:44 UTC,2024-06-29 03:52:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34466117,https://inaturalist-open-data.s3.amazonaws.com/photos/54385595/medium.jpg,,"",,2,0,false,3,"Golden Gate National Recreation Area, US-CA, US",37.9769179431,-122.5316879217,5,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34473561,94f58550-b47b-4436-a047-3ac505e22b24,Mon Oct 14 2019 09:15:20 GMT-0700 (PDT),2019-10-14,2019-10-14 16:15:20 UTC,Pacific Time (US & Canada),32852,rdigaudio,"",2019-10-16 21:42:27 UTC,2024-06-29 03:52:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34473561,https://inaturalist-open-data.s3.amazonaws.com/photos/54261175/medium.jpg,,"","Found in grass on edge of Abbott’s Lagoon. Frog was large, about 3” long, bigger than a chorus frog but smaller than an adult bullfrog. Pretty certain of the I.d. but would like someone more expert than myself to validate. ",3,0,false,3,"California, US",38.050184077,-122.8794579919,5,,,,28300,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34505165,6c0ee6e5-750e-464e-bf9b-71ccef9b6089,Mon Sep 30 2019 14:32:23 GMT-0700 (PDT),2019-09-30,2019-09-30 21:32:23 UTC,Pacific Time (US & Canada),895537,mothman002,,2019-10-17 18:26:31 UTC,2024-06-29 03:52:33 UTC,research,,https://www.inaturalist.org/observations/34505165,https://static.inaturalist.org/photos/54313402/medium.jpg,,"","blue oak ranch reserve
",1,0,false,3,"UC Natural Reserve System, US-CA, US",37.2753463073,-121.7168818959,42,,,,28417,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34548813,5d74220a-47e8-4b39-bd4e-8bb26faa9f46,Wed Oct 16 2019 11:51:48 GMT-0700 (PDT),2019-10-16,2019-10-16 18:51:48 UTC,Pacific Time (US & Canada),1595078,queeryecology,,2019-10-18 19:08:45 UTC,2024-06-29 03:52:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34548813,https://inaturalist-open-data.s3.amazonaws.com/photos/54385627/medium.jpg,,"",,2,0,false,3,"Golden Gate National Recreation Area, US-CA, US",37.9820429486,-122.4622065005,5,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34568363,72b6a2e4-7e46-40a2-bb13-a3d17408e767,2019/09/09 12:17 PM PDT,2019-09-09,2019-09-09 19:17:00 UTC,Pacific Time (US & Canada),247683,jprbelli,"",2019-10-19 04:33:19 UTC,2024-06-29 03:52:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34568363,https://inaturalist-open-data.s3.amazonaws.com/photos/54418287/medium.jpeg,,"","",4,0,false,,"California, US",37.1387589716,-121.2613813727,190,,,,28447,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34568615,64ff26d8-0deb-4db2-b793-83d4d51c15b5,2019/10/17 2:34 PM PDT,2019-10-17,2019-10-17 21:34:00 UTC,Pacific Time (US & Canada),247683,jprbelli,"",2019-10-19 04:44:14 UTC,2024-06-29 03:52:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34568615,https://inaturalist-open-data.s3.amazonaws.com/photos/54418683/medium.jpeg,,"",,5,0,false,,"California, US",37.0213478479,-121.2373847144,190,,,,28447,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34615287,228f94b1-2dda-4989-8759-f1d8cfa27b6e,2019/10/18 11:33 AM HST,2019-10-18,2019-10-18 21:33:00 UTC,Hawaii,330936,utopia4sharing,Donna's Utopia,2019-10-20 00:50:08 UTC,2024-06-29 03:51:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34615287,https://inaturalist-open-data.s3.amazonaws.com/photos/54495024/medium.jpg,,"","",2,0,false,,"San Benito County, US-CA, US",36.5114055691,-121.1120770236,15,,,,28534,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34674117,faa017a7-abea-4582-b389-7170976bc74a,2019/10/20 2:20 PM PDT,2019-10-20,2019-10-20 21:20:00 UTC,Pacific Time (US & Canada),2873,jmaughn,James Maughn,2019-10-21 03:47:46 UTC,2024-06-29 03:51:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34674117,https://inaturalist-open-data.s3.amazonaws.com/photos/54598147/medium.jpeg,,"",,4,0,false,,"San Benito County, US-CA, US",36.7380075839,-121.0770220103,15,,,,28505,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34723803,6d564dab-7af2-4c51-afd6-03a433c43862,Sun Oct 20 2019 14:24:09 GMT-0700 (PDT),2019-10-20,2019-10-20 21:24:09 UTC,Pacific Time (US & Canada),1472302,kmontana,Kate Montana,2019-10-22 03:52:28 UTC,2025-06-06 16:53:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34723803,https://inaturalist-open-data.s3.amazonaws.com/photos/54683992/medium.jpg,,"",,1,0,false,3,"California, US",37.8498327593,-122.0506806754,,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34724618,69ddc0ef-93c0-4517-9f9a-1cad06f752d6,Thu Sep 05 2019 16:33:53 GMT-0700 (PDT),2019-09-05,2019-09-05 23:33:53 UTC,Pacific Time (US & Canada),2372542,eurobanana,,2019-10-22 04:25:54 UTC,2024-06-29 03:50:08 UTC,research,,https://www.inaturalist.org/observations/34724618,https://static.inaturalist.org/photos/54685563/medium.jpg,,"",,2,0,false,3,"California, US",37.9164141289,-121.6514999979,4,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34757179,da1c7404-6287-464d-b761-e0eb0e9bd270,Sat Oct 12 2019 11:26:54 GMT-0700 (PDT),2019-10-12,2019-10-12 18:26:54 UTC,Pacific Time (US & Canada),402306,mikesun,Mike Sun,2019-10-22 22:28:29 UTC,2019-11-01 18:26:47 UTC,research,,https://www.inaturalist.org/observations/34757179,https://static.inaturalist.org/photos/54740118/medium.jpg,,"",,1,0,false,3,"California, US",37.7803030009,-122.4134556114,5,,,,28359,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34878927,b0dfb434-78ad-49d3-b335-87d3b2912e2e,Tue Oct 22 2019 15:21:24 GMT-0700 (PDT),2019-10-22,2019-10-22 22:21:24 UTC,Pacific Time (US & Canada),2372542,eurobanana,,2019-10-25 17:37:51 UTC,2024-06-29 03:47:41 UTC,research,,https://www.inaturalist.org/observations/34878927,https://static.inaturalist.org/photos/54949373/medium.jpg,,"",,2,0,false,3,"California, US",37.8375032536,-121.7895275515,6,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34879050,11f50217-69a0-4d49-9097-be583d289aab,2009/10/12 3:54 PM UTC,2009-10-12,,UTC,2069181,mrgray5001,Perry Gray,2019-10-25 17:41:10 UTC,2023-12-23 03:32:10 UTC,research,,https://www.inaturalist.org/observations/34879050,https://static.inaturalist.org/photos/54949482/medium.jpeg,,"",,1,0,false,,"California, US",38.3690797436,-122.7551302539,15,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
34998013,c1984b9d-e104-420e-9c71-b294f44cee07,Sat Oct 26 2019 15:03:42 GMT-0700 (PDT),2019-10-26,2019-10-26 22:03:42 UTC,Pacific Time (US & Canada),9627,badger8181,Bryan Box,2019-10-28 05:13:06 UTC,2024-06-29 03:47:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34998013,https://inaturalist-open-data.s3.amazonaws.com/photos/55154134/medium.jpg,,"",,2,0,false,3,"California, US",37.9990934743,-121.8903699995,10,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35225894,a725ba48-3ac4-4d97-be43-6fa1adc00e68,2019-11-01 9:58:15 AM PDT,2019-11-01,2019-11-01 16:58:15 UTC,Pacific Time (US & Canada),751558,igandalf,Moses Alvarez,2019-11-03 03:56:19 UTC,2024-06-29 03:46:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35225894,https://inaturalist-open-data.s3.amazonaws.com/photos/55523749/medium.jpeg,,"",,1,0,false,2,"Golden Gate National Recreation Area, US-CA, US",37.965717107,-122.4876049498,,,,,28329,,obscured,true,gps,gps,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35225982,7ab08ef7-26e2-4d9b-b4d6-f7a0f4827891,2019-09-26 12:15:17 PM PDT,2019-09-26,2019-09-26 19:15:17 UTC,Pacific Time (US & Canada),751558,igandalf,Moses Alvarez,2019-11-03 03:59:37 UTC,2024-06-29 03:46:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35225982,https://inaturalist-open-data.s3.amazonaws.com/photos/55523919/medium.jpeg,,"",,2,0,false,2,"Golden Gate National Recreation Area, US-CA, US",37.8195628237,-122.4667027073,44,,,,28329,,obscured,true,gps,gps,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35273501,db5d2ab2-c637-4458-bcd8-21fd669ec618,2019/10/26 5:11 PM CDT,2019-10-26,2019-10-26 22:11:00 UTC,Central Time (US & Canada),9627,badger8181,Bryan Box,2019-11-04 04:49:20 UTC,2024-06-29 03:45:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35273501,https://inaturalist-open-data.s3.amazonaws.com/photos/55603697/medium.jpg,,"",,1,0,false,,"California, US",37.9520303041,-121.9976340142,379,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35273503,052bcdc5-d89c-448d-973f-6f20c1e94386,2019/10/26 5:17 PM CDT,2019-10-26,2019-10-26 22:17:00 UTC,Central Time (US & Canada),9627,badger8181,Bryan Box,2019-11-04 04:49:23 UTC,2024-06-29 03:45:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35273503,https://inaturalist-open-data.s3.amazonaws.com/photos/55603700/medium.jpg,,"",,1,0,false,,"California, US",37.9934034715,-121.9632367544,379,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35273504,dbfab93e-eb30-4f4f-be5d-7ac8c2d519b4,2019/10/26 5:19 PM CDT,2019-10-26,2019-10-26 22:19:00 UTC,Central Time (US & Canada),9627,badger8181,Bryan Box,2019-11-04 04:49:23 UTC,2024-06-29 03:45:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35273504,https://inaturalist-open-data.s3.amazonaws.com/photos/55603705/medium.jpg,,"",,1,0,false,,"California, US",37.9089396234,-121.9789824081,379,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35273507,97099eab-4bac-48c6-a3b8-9160749eda2e,2019/10/26 5:19 PM CDT,2019-10-26,2019-10-26 22:19:00 UTC,Central Time (US & Canada),9627,badger8181,Bryan Box,2019-11-04 04:49:24 UTC,2024-06-29 03:45:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35273507,https://inaturalist-open-data.s3.amazonaws.com/photos/55603712/medium.jpg,,"",,1,0,false,,"California, US",37.8612497096,-121.8765203965,379,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35358060,1976a9fe-5555-4221-bd7f-9023e4f3bb96,2019/11/05,2019-11-05,,Pacific Time (US & Canada),370296,hasfitz5,Dan Fitzgerald (Fitz),2019-11-06 04:44:54 UTC,2024-06-29 03:44:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35358060,https://inaturalist-open-data.s3.amazonaws.com/photos/55745859/medium.jpg,,"",,2,0,false,,"California, US",37.9834013971,-121.978340236,40,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35416584,37daa614-e065-447d-91ee-00c2784dfcd6,Thu Nov 07 2019 09:59:06 GMT-0800 (PST),2019-11-07,2019-11-07 09:59:06 UTC,UTC,1595078,queeryecology,,2019-11-07 18:09:29 UTC,2024-06-29 03:44:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35416584,https://inaturalist-open-data.s3.amazonaws.com/photos/55898145/medium.jpg,,"",,3,0,false,3,"Golden Gate National Recreation Area, US-CA, US",37.831108213,-122.5933351144,5,,,,28329,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
35881650,5bbffd0e-393c-42c5-9c3b-4acb78dcf0a8,Tue Nov 19 2019 13:55:07 GMT-0800 (PST),2019-11-19,2019-11-19 21:55:07 UTC,Pacific Time (US & Canada),32831,taylorellis,Taylor Ellis,2019-11-20 11:59:32 UTC,2020-10-28 21:16:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35881650,https://inaturalist-open-data.s3.amazonaws.com/photos/56638273/medium.jpg,,"",,2,0,false,3,"Marin County, US-CA, US",38.1042517645,-122.974449876,,,,,28300,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36089161,d8a05832-f7b1-4bf4-a890-c6930c48cab6,2019/11/16 5:16 PM PST,2019-11-16,2019-11-17 01:16:00 UTC,Pacific Time (US & Canada),3342,hfabian,Henry Fabian,2019-11-26 06:12:47 UTC,2021-10-16 01:04:15 UTC,research,CC0,https://www.inaturalist.org/observations/36089161,https://static.inaturalist.org/photos/57002348/medium.jpg,,"",,2,0,false,,,,,15,,,,28329,private,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36234402,a16a56df-7311-4565-8307-360881803cd4,2019-11-13 12:47 pm,2019-11-13,2019-11-13 20:47:00 UTC,Pacific Time (US & Canada),38530,kevinhintsa,"",2019-11-30 23:29:36 UTC,2024-06-29 02:47:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36234402,https://inaturalist-open-data.s3.amazonaws.com/photos/57253002/medium.jpeg,,"",I heard some calling and found four individuals .,2,0,false,,"California, US",37.9825344354,-122.0230015123,13,,,,28329,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36234756,8d332f0a-3bc4-43ae-81fa-83088466ab4b,2019/11/13 1:57 PM PST,2019-11-13,2019-11-13 21:57:00 UTC,Pacific Time (US & Canada),38530,kevinhintsa,"",2019-11-30 23:40:47 UTC,2024-06-29 02:47:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36234756,https://inaturalist-open-data.s3.amazonaws.com/photos/57253714/medium.jpeg,,"","",1,0,false,,"California, US",37.9316462767,-122.1005399643,6,,,,28329,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36236414,accafe86-9f2a-43d1-a3c1-45fe77734bb8,2019/11/19 1:36 PM PST,2019-11-19,2019-11-19 21:36:00 UTC,Pacific Time (US & Canada),38530,kevinhintsa,"",2019-12-01 00:29:11 UTC,2024-06-29 02:46:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36236414,https://inaturalist-open-data.s3.amazonaws.com/photos/57256241/medium.jpeg,,"","",2,0,false,,"California, US",37.9403962743,-122.0980493294,13,,,,28329,obscured,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36297883,5448e400-e0b3-49c1-a964-b267c8bd4387,2019-12-02,2019-12-02,,Pacific Time (US & Canada),3090,zabbey,Zack Abbey,2019-12-02 20:47:32 UTC,2024-07-14 14:10:55 UTC,research,CC-BY,https://www.inaturalist.org/observations/36297883,https://inaturalist-open-data.s3.amazonaws.com/photos/57361062/medium.jpeg,,"",juvenile,4,0,false,2,"Santa Barbara County, US-CA, US",34.5390779252,-120.1111303665,20,,,,28818,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36311774,c0755d2d-4a58-47dd-a1c9-3f40d6050bf9,Mon Dec 02 2019 20:21:22 GMT-0800 (PST),2019-12-02,2019-12-02 20:21:22 UTC,UTC,2352923,ayanohayes,,2019-12-03 06:19:07 UTC,2024-06-29 03:09:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36311774,https://inaturalist-open-data.s3.amazonaws.com/photos/57386019/medium.jpg,,"",,3,0,false,3,"California, US",38.2796997775,-122.6582258483,5,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36322253,b0a407af-012c-4c0f-920d-86b08f5d957d,Mon Dec 02 2019 21:02:14 GMT-0800 (PST),2019-12-02,2019-12-03 05:02:14 UTC,Pacific Time (US & Canada),40229,carrion,Catie Clune,2019-12-03 17:48:04 UTC,2024-07-14 04:58:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36322253,https://inaturalist-open-data.s3.amazonaws.com/photos/57403816/medium.jpg,,"",Chileno valley newt brigade,4,0,false,3,"California, US",38.2646805412,-122.6293669835,5,,,,28270,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36341282,537133f4-8cd6-43ad-a349-7590368bb0e9,Fri Nov 15 2019 09:05:09 GMT-0800 (PST),2019-11-15,2019-11-15 16:05:09 UTC,Mountain Time (US & Canada),23646,annyperalta,Anny Peralta,2019-12-04 06:59:34 UTC,2024-08-30 15:30:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36341282,https://inaturalist-open-data.s3.amazonaws.com/photos/57436092/medium.jpg,,"",,4,0,false,3,"Ensenada, MX-BN, MX",30.845750401,-115.6452201928,,,,,29304,,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
36367964,b849f6d6-037a-4c33-bc2c-fa767cee2f37,Sat Nov 30 2019 11:27:09 GMT-0800 (PST),2019-11-30,2019-11-30 21:27:09 UTC,Hawaii,645378,kookamongus,André Giraldi,2019-12-05 03:38:34 UTC,2023-07-07 16:54:27 UTC,research,,https://www.inaturalist.org/observations/36367964,https://inaturalist-open-data.s3.amazonaws.com/photos/57480966/medium.jpg,,"",,2,0,false,3,,,,22,,,,28359,private,obscured,true,,,California Red-legged Frog,Rana draytonii,California Red-legged Frog,Amphibia,67016
